power,Day,Time_of_Day,Location,Date
-89.634,2,1,0,12/18/24
-95.223,2,2,0,12/18/24
-94.302,3,3,0,12/19/24
-95.525,3,0,0,12/19/24
-95.348,3,2,0,12/19/24
-92.169,4,3,0,12/20/24
-93.277,4,0,0,12/20/24
-91.423,4,1,0,12/20/24
-97.34,4,2,0,12/20/24
-92.38,5,1,0,12/21/24
-95.394,5,2,0,12/21/24
-93.001,6,3,0,12/22/24
-91.286,6,0,0,12/22/24
-98.119,3,1,0,12/26/24
-94.935,3,2,0,12/26/24
-94.291,4,3,0,12/27/24
-93.613,4,0,0,12/27/24
-96.183,4,1,0,12/27/24
-97.062,5,3,0,12/28/24
-95.134,5,0,0,12/28/24
-94.726,5,1,0,12/28/24
-94.25,5,2,0,12/28/24
-95.834,6,3,0,12/29/24
-93.732,6,1,0,12/29/24
-95.325,6,2,0,12/29/24
-91.7,0,3,0,12/30/24
-90.754,0,0,0,12/30/24
-97.374,0,1,0,12/30/24
-97.903,1,3,0,12/31/24
-95.273,1,0,0,12/31/24
-93.98,1,1,0,12/31/24
-94.214,1,2,0,12/31/24
-96.609,2,3,0,01/01/25
-96.52,2,0,0,01/01/25
-87.392,3,0,0,01/02/25
-88.37,3,1,0,01/02/25
-95.159,3,2,0,01/02/25
-94.48,4,3,0,01/03/25
-93.696,4,0,0,01/03/25
-95.72,4,2,0,01/03/25
-91.925,5,3,0,01/04/25
-97.786,5,0,0,01/04/25
-95.591,5,1,0,01/04/25
-94.036,5,2,0,01/04/25
-95.705,6,2,0,01/05/25
-98.444,0,3,0,01/06/25
-94.977,0,0,0,01/06/25
-93.811,0,1,0,01/06/25
-94.395,0,2,0,01/06/25
-93.221,1,0,0,01/07/25
-92.817,1,1,0,01/07/25
-94.079,1,2,0,01/07/25
-93.462,2,3,0,01/08/25
-91.836,2,0,0,01/08/25
-97.087,3,3,0,01/09/25
-94.013,3,0,0,01/09/25
-94.108,3,1,0,01/09/25
-96.184,3,2,0,01/09/25
-92.028,4,0,0,01/10/25
-93.904,4,1,0,01/10/25
-92.741,2,0,0,01/15/25
-90.466,2,1,0,01/15/25
-95.14,2,2,0,01/15/25
-95.433,3,0,0,01/16/25
-96.214,3,2,0,01/16/25
-85.963,4,3,0,01/17/25
-93.758,4,1,0,01/17/25
-95.143,4,2,0,01/17/25
-96.856,5,3,0,01/18/25
-92.158,5,1,0,01/18/25
-96.958,5,2,0,01/18/25
-90.465,6,3,0,01/19/25
-86.836,6,0,0,01/19/25
-94.247,6,2,0,01/19/25
-95.255,0,3,0,01/20/25
-94.263,0,0,0,01/20/25
-94.519,0,2,0,01/20/25
-93.793,1,3,0,01/21/25
-92.756,1,0,0,01/21/25
-90.978,1,1,0,01/21/25
-96.963,2,3,0,01/22/25
-93.412,2,0,0,01/22/25
-96.028,2,2,0,01/22/25
-94.058,3,3,0,01/23/25
-95.089,3,2,0,01/23/25
-97.372,4,3,0,01/24/25
-87.617,4,0,0,01/24/25
-96.372,4,2,0,01/24/25
-96.742,5,3,0,01/25/25
-95.431,5,0,0,01/25/25
-96.13,5,1,0,01/25/25
-93.838,5,2,0,01/25/25
-94.284,6,0,0,01/26/25
-95.365,6,1,0,01/26/25
-96.219,6,2,0,01/26/25
-89.93,0,3,0,01/27/25
-95.898,0,1,0,01/27/25
-92.437,0,2,0,01/27/25
-92.138,1,3,0,01/28/25
-91.838,1,0,0,01/28/25
-97.144,2,3,0,01/29/25
-93.45,2,0,0,01/29/25
-93.533,2,1,0,01/29/25
-94.246,2,2,0,01/29/25
-86.417,3,0,0,01/30/25
-95.308,3,2,0,01/30/25
-94.162,4,3,0,01/31/25
-93.61,4,0,0,01/31/25
-85.316,4,1,0,01/31/25
-97.498,5,3,0,02/01/25
-89.931,6,1,1,11/26/23
-89.439,6,2,1,11/26/23
-91.785,0,3,1,11/27/23
-88.568,0,0,1,11/27/23
-89.17,0,1,1,11/27/23
-89.037,0,2,1,11/27/23
-92.461,1,3,1,11/28/23
-88.509,1,1,1,11/28/23
-88.539,1,2,1,11/28/23
-92.013,2,3,1,11/29/23
-89.362,2,0,1,11/29/23
-87.909,2,1,1,11/29/23
-91.279,2,2,1,11/29/23
-93.588,3,3,1,11/30/23
-88.343,3,0,1,11/30/23
-88.275,3,2,1,11/30/23
-91.489,4,3,1,12/01/23
-85.871,4,0,1,12/01/23
-91.426,4,1,1,12/01/23
-86.227,4,2,1,12/01/23
-92.53,5,0,1,12/02/23
-89.43,5,1,1,12/02/23
-90.813,5,2,1,12/02/23
-87.222,1,1,1,12/12/23
-92.102,2,3,1,12/13/23
-87.377,2,0,1,12/13/23
-87.088,2,1,1,12/13/23
-90.279,2,2,1,12/13/23
-89.096,3,1,1,12/14/23
-90.693,3,2,1,12/14/23
-90.309,4,1,1,12/15/23
-89.887,4,2,1,12/15/23
-92.041,5,0,1,12/16/23
-87.465,5,1,1,12/16/23
-90.956,5,2,1,12/16/23
-87.92,6,0,1,12/17/23
-92.506,0,3,1,12/18/23
-88.681,0,0,1,12/18/23
-88.276,0,1,1,12/18/23
-90.976,0,2,1,12/18/23
-89.258,1,0,1,12/19/23
-90.942,1,2,1,12/19/23
-94.007,2,3,1,12/20/23
-88.419,2,1,1,12/20/23
-93.435,3,3,1,12/21/23
-91.133,3,0,1,12/21/23
-87.739,3,1,1,12/21/23
-90.279,3,2,1,12/21/23
-94.689,4,3,1,12/22/23
-90.523,4,0,1,12/22/23
-92.754,5,0,1,12/23/23
-91.368,5,1,1,12/23/23
-92.074,5,2,1,12/23/23
-88.821,6,3,1,12/24/23
-91.353,6,0,1,12/24/23
-89.24,6,2,1,12/24/23
-91.699,0,3,1,12/25/23
-92.243,0,0,1,12/25/23
-91.968,0,1,1,12/25/23
-90.88,0,2,1,12/25/23
-90.81,1,3,1,12/26/23
-90.767,1,0,1,12/26/23
-90.443,1,2,1,12/26/23
-93.063,2,3,1,12/27/23
-90.234,2,0,1,12/27/23
-88.167,2,1,1,12/27/23
-92.796,3,3,1,12/28/23
-89.079,3,1,1,12/28/23
-92.516,3,2,1,12/28/23
-93.775,4,3,1,12/29/23
-91.577,4,0,1,12/29/23
-91.384,4,2,1,12/29/23
-92.424,5,3,1,12/30/23
-92.631,5,0,1,12/30/23
-90.035,5,1,1,12/30/23
-92.316,5,2,1,12/30/23
-94.017,6,3,1,12/31/23
-92.414,6,0,1,12/31/23
-90.6,6,2,1,12/31/23
-91.352,0,3,1,01/01/24
-92.487,0,0,1,01/01/24
-91.995,0,1,1,01/01/24
-90.882,0,2,1,01/01/24
-92.063,1,3,1,01/02/24
-89.972,1,0,1,01/02/24
-91.812,1,2,1,01/02/24
-92.803,2,3,1,01/03/24
-90.29,2,0,1,01/03/24
-90.133,2,1,1,01/03/24
-91.87,2,2,1,01/03/24
-91.418,3,3,1,01/04/24
-88.359,3,1,1,01/04/24
-91.047,3,2,1,01/04/24
-91.682,4,0,1,01/05/24
-92.696,4,1,1,01/05/24
-92.053,4,2,1,01/05/24
-93.449,5,0,1,01/06/24
-90.404,5,1,1,01/06/24
-89.973,5,2,1,01/06/24
-93.352,6,3,1,01/07/24
-88.958,6,0,1,01/07/24
-88.963,6,1,1,01/07/24
-90.782,0,3,1,01/08/24
-85.792,0,0,1,01/08/24
-85.8,0,1,1,01/08/24
-83.398,0,2,1,01/08/24
-90.969,1,3,1,01/09/24
-86.105,1,0,1,01/09/24
-85.863,1,1,1,01/09/24
-92.675,2,3,1,01/10/24
-88.397,2,0,1,01/10/24
-88.207,2,1,1,01/10/24
-88.806,2,2,1,01/10/24
-91.799,3,3,1,01/11/24
-88.13,3,0,1,01/11/24
-88.525,3,2,1,01/11/24
-89.23,4,3,1,01/12/24
-84.473,4,0,1,01/12/24
-89.378,4,1,1,01/12/24
-90.734,4,2,1,01/12/24
-93.035,5,3,1,01/13/24
-90.531,5,0,1,01/13/24
-87.806,5,2,1,01/13/24
-90.519,6,3,1,01/14/24
-92.677,6,0,1,01/14/24
-92.083,6,1,1,01/14/24
-91.653,6,2,1,01/14/24
-95.096,0,3,1,01/15/24
-91.297,0,1,1,01/15/24
-91.173,1,3,1,01/16/24
-85.777,1,0,1,01/16/24
-86.791,1,1,1,01/16/24
-85.739,2,3,1,01/17/24
-88.808,2,0,1,01/17/24
-91.576,2,1,1,01/17/24
-91.02,2,2,1,01/17/24
-94.886,3,3,1,01/18/24
-89.876,3,1,1,01/18/24
-91.427,3,2,1,01/18/24
-90.676,4,1,1,01/19/24
-91.749,5,3,1,01/20/24
-92.828,5,0,1,01/20/24
-91.07,5,1,1,01/20/24
-91.876,5,2,1,01/20/24
-94.385,6,3,1,01/21/24
-91.556,6,1,1,01/21/24
-90.256,6,2,1,01/21/24
-93.925,0,3,1,01/22/24
-85.917,0,0,1,01/22/24
-88.99,0,1,1,01/22/24
-93.927,1,3,1,01/23/24
-87.438,1,0,1,01/23/24
-86.624,1,1,1,01/23/24
-92.922,1,2,1,01/23/24
-92.353,2,0,1,01/24/24
-89.754,2,1,1,01/24/24
-93.478,3,3,1,01/25/24
-90.074,3,0,1,01/25/24
-91.354,3,2,1,01/25/24
-89.579,4,0,1,01/26/24
-85.545,4,2,1,01/26/24
-92.9,5,0,1,01/27/24
-90.762,5,2,1,01/27/24
-93.091,6,3,1,01/28/24
-92.1,6,2,1,01/28/24
-94.157,0,3,1,01/29/24
-83.691,0,0,1,01/29/24
-87.895,0,1,1,01/29/24
-91.995,0,2,1,01/29/24
-90.241,1,0,1,01/30/24
-88.224,1,1,1,01/30/24
-90.099,1,2,1,01/30/24
-93.387,2,3,1,01/31/24
-89.143,2,1,1,01/31/24
-89.798,2,2,1,01/31/24
-90.209,3,2,1,02/01/24
-93.073,4,3,1,02/02/24
-89.512,4,1,1,02/02/24
-94.654,5,3,1,02/03/24
-94.706,5,0,1,02/03/24
-89.105,5,1,1,02/03/24
-88.183,5,2,1,02/03/24
-91.442,6,2,1,02/04/24
-92.866,0,3,1,02/05/24
-88.414,0,0,1,02/05/24
-89.81,0,1,1,02/05/24
-92.256,1,3,1,02/06/24
-89.48,1,0,1,02/06/24
-88.114,1,1,1,02/06/24
-90.354,1,2,1,02/06/24
-93.474,2,3,1,02/07/24
-92.262,2,2,1,02/07/24
-94.574,3,3,1,02/08/24
-90.64,3,0,1,02/08/24
-89.179,3,1,1,02/08/24
-91.609,4,3,1,02/09/24
-87.305,4,0,1,02/09/24
-87.238,4,1,1,02/09/24
-90.952,4,2,1,02/09/24
-89.191,5,3,1,02/10/24
-85.779,5,2,1,02/10/24
-91.566,6,0,1,02/11/24
-90.564,6,1,1,02/11/24
-89.85,0,3,1,02/12/24
-87.275,0,0,1,02/12/24
-86.386,0,1,1,02/12/24
-89.099,0,2,1,02/12/24
-84.834,1,0,1,02/13/24
-86.324,1,1,1,02/13/24
-91.325,2,3,1,02/14/24
-88.957,2,2,1,02/14/24
-93.289,3,3,1,02/15/24
-90.664,3,2,1,02/15/24
-90.284,4,0,1,02/16/24
-91.777,4,2,1,02/16/24
-90.71,5,1,1,02/17/24
-91.959,6,0,1,02/18/24
-88.642,6,1,1,02/18/24
-91.637,0,3,1,02/19/24
-88.496,0,1,1,02/19/24
-90.439,0,2,1,02/19/24
-93.752,1,3,1,02/20/24
-87.452,1,1,1,02/20/24
-89.82,1,2,1,02/20/24
-92.92,2,3,1,02/21/24
-88.57,2,0,1,02/21/24
-87.978,2,1,1,02/21/24
-94.711,3,3,1,02/22/24
-93.269,4,3,1,02/23/24
-94.038,1,3,1,02/27/24
-88.299,1,0,1,02/27/24
-88.51,1,1,1,02/27/24
-86.727,1,2,1,02/27/24
-90.136,2,3,1,02/28/24
-89.325,2,1,1,02/28/24
-90.526,2,2,1,02/28/24
-93.914,3,3,1,02/29/24
-87.655,3,1,1,02/29/24
-87.876,4,1,1,03/01/24
-94.833,5,3,1,03/02/24
-89.205,5,2,1,03/02/24
-90.639,6,3,1,03/03/24
-91.742,6,0,1,03/03/24
-90.134,0,0,1,03/04/24
-87.762,0,1,1,03/04/24
-89.328,0,2,1,03/04/24
-93.755,1,3,1,03/05/24
-87.734,1,0,1,03/05/24
-88.148,2,3,1,03/06/24
-88.284,2,1,1,03/06/24
-86.583,3,3,1,03/07/24
-85.845,3,1,1,03/07/24
-92.133,4,3,1,03/08/24
-86.411,4,0,1,03/08/24
-89.925,4,1,1,03/08/24
-92.072,5,3,1,03/09/24
-91.263,5,0,1,03/09/24
-90.326,5,1,1,03/09/24
-90.904,5,2,1,03/09/24
-90.909,6,3,1,03/10/24
-91.317,6,1,1,03/10/24
-90.071,6,2,1,03/10/24
-86.86,0,0,1,03/11/24
-88.673,0,1,1,03/11/24
-91.583,1,3,1,03/12/24
-86.624,1,1,1,03/12/24
-93.626,2,3,1,03/13/24
-88.372,2,2,1,03/13/24
-92.954,3,3,1,03/14/24
-87.336,3,0,1,03/14/24
-90.366,3,1,1,03/14/24
-91.886,4,3,1,03/15/24
-86.629,4,1,1,03/15/24
-87.617,4,2,1,03/15/24
-91.647,5,3,1,03/16/24
-91.735,5,2,1,03/16/24
-91.802,6,0,1,03/17/24
-88.882,6,1,1,03/17/24
-88.171,0,1,1,03/18/24
-89.675,0,2,1,03/18/24
-92.053,1,3,1,03/19/24
-92.852,2,3,1,03/20/24
-88.22,2,0,1,03/20/24
-90.231,2,1,1,03/20/24
-90.681,2,2,1,03/20/24
-88.245,3,1,1,03/21/24
-87.847,3,2,1,03/21/24
-92.979,4,3,1,03/22/24
-88.263,4,0,1,03/22/24
-92.966,5,3,1,03/23/24
-90.324,5,0,1,03/23/24
-89.234,5,1,1,03/23/24
-90.034,6,3,1,03/24/24
-90.817,6,0,1,03/24/24
-90.841,6,1,1,03/24/24
-90.481,6,2,1,03/24/24
-92.987,0,3,1,03/25/24
-88.601,0,1,1,03/25/24
-88.017,0,2,1,03/25/24
-91.405,1,2,1,03/26/24
-89.626,2,0,1,03/27/24
-85.611,2,1,1,03/27/24
-88.71,2,2,1,03/27/24
-87.25,3,0,1,03/28/24
-88.681,3,2,1,03/28/24
-92.051,4,3,1,03/29/24
-89.144,4,0,1,03/29/24
-83.863,4,1,1,03/29/24
-91.804,5,0,1,03/30/24
-86.319,5,1,1,03/30/24
-93.422,6,3,1,03/31/24
-91.086,6,0,1,03/31/24
-89.752,6,2,1,03/31/24
-92.911,0,3,1,04/01/24
-87.189,0,0,1,04/01/24
-88.419,0,1,1,04/01/24
-90.563,1,3,1,04/02/24
-91.29,1,0,1,04/02/24
-87.088,1,1,1,04/02/24
-88.819,1,2,1,04/02/24
-87.968,2,0,1,04/03/24
-90.904,3,2,1,04/04/24
-91.917,4,0,1,04/05/24
-86.494,4,1,1,04/05/24
-89.722,4,2,1,04/05/24
-93.501,5,3,1,04/06/24
-90.693,5,1,1,04/06/24
-92.185,6,3,1,04/07/24
-92.054,6,0,1,04/07/24
-88.873,6,1,1,04/07/24
-85.072,6,2,1,04/07/24
-91.324,0,3,1,04/08/24
-87.944,0,1,1,04/08/24
-89.526,0,2,1,04/08/24
-94.145,1,3,1,04/09/24
-90.374,1,1,1,04/09/24
-92.472,2,3,1,04/10/24
-90.409,2,1,1,04/10/24
-91.501,3,2,1,04/11/24
-93.461,4,3,1,04/12/24
-91.169,4,1,1,04/12/24
-93.404,5,3,1,04/13/24
-90.823,5,1,1,04/13/24
-94.203,6,3,1,04/14/24
-91.988,6,0,1,04/14/24
-92.668,6,1,1,04/14/24
-90.208,0,1,1,04/15/24
-93.574,0,2,1,04/15/24
-94.056,1,3,1,04/16/24
-87.536,1,1,1,04/16/24
-92.795,1,2,1,04/16/24
-91.773,2,1,1,04/17/24
-91.699,3,3,1,04/18/24
-90.736,3,0,1,04/18/24
-89.549,3,1,1,04/18/24
-92.04,3,2,1,04/18/24
-95.371,4,3,1,04/19/24
-89.777,4,2,1,04/19/24
-94.867,5,3,1,04/20/24
-92.148,5,0,1,04/20/24
-93.841,5,1,1,04/20/24
-92.707,5,2,1,04/20/24
-93.554,6,1,1,04/21/24
-94.184,6,2,1,04/21/24
-94.923,0,3,1,04/22/24
-91.944,0,0,1,04/22/24
-90.606,0,2,1,04/22/24
-94.403,1,3,1,04/23/24
-91.991,1,0,1,04/23/24
-92.017,1,1,1,04/23/24
-94.953,1,2,1,04/23/24
-90.654,2,1,1,04/24/24
-94.079,2,2,1,04/24/24
-87.765,3,0,1,04/25/24
-93.86,3,1,1,04/25/24
-93.98,4,0,1,04/26/24
-85.216,4,1,1,04/26/24
-94.253,4,2,1,04/26/24
-92.567,5,3,1,04/27/24
-94.466,5,1,1,04/27/24
-92.666,5,2,1,04/27/24
-95.278,6,3,1,04/28/24
-93.281,6,0,1,04/28/24
-95.892,0,3,1,04/29/24
-90.997,0,0,1,04/29/24
-85.535,0,1,1,04/29/24
-92.616,0,2,1,04/29/24
-93.87,1,0,1,04/30/24
-86.417,1,2,1,04/30/24
-87.687,2,3,1,05/01/24
-83.844,2,0,1,05/01/24
-90.801,2,2,1,05/01/24
-90.982,3,3,1,05/02/24
-87.027,3,0,1,05/02/24
-89.664,3,1,1,05/02/24
-87.915,3,2,1,05/02/24
-88.518,4,0,1,05/03/24
-88.926,4,1,1,05/03/24
-91.667,4,2,1,05/03/24
-91.09,5,0,1,05/04/24
-93.132,5,1,1,05/04/24
-93.973,6,3,1,05/05/24
-94.838,6,0,1,05/05/24
-95.868,6,1,1,05/05/24
-93.052,0,1,1,05/06/24
-92.956,0,2,1,05/06/24
-92.819,1,1,1,05/07/24
-94.754,2,3,1,05/08/24
-89.377,2,0,1,05/08/24
-91.496,2,1,1,05/08/24
-90.847,2,2,1,05/08/24
-92.454,3,3,1,05/09/24
-91.078,3,1,1,05/09/24
-88.398,5,1,1,05/11/24
-88.277,5,2,1,05/11/24
-93.665,6,3,1,05/12/24
-92.184,6,0,1,05/12/24
-90.368,6,2,1,05/12/24
-93.34,0,3,1,05/13/24
-93.739,1,3,1,05/14/24
-95.488,2,3,1,05/15/24
-88.924,2,0,1,05/15/24
-90.46,2,1,1,05/15/24
-93.589,2,2,1,05/15/24
-87.101,3,1,1,05/16/24
-95.677,4,3,1,05/17/24
-92.634,4,2,1,05/17/24
-93.57,5,3,1,05/18/24
-92.041,5,0,1,05/18/24
-93.879,5,1,1,05/18/24
-93.313,5,2,1,05/18/24
-94.618,6,0,1,05/19/24
-86.968,6,2,1,05/19/24
-90.592,0,0,1,05/20/24
-87.29,0,2,1,05/20/24
-88.236,1,0,1,05/21/24
-92.037,1,1,1,05/21/24
-86.463,2,1,1,05/22/24
-90.104,3,3,1,05/23/24
-88.088,3,0,1,05/23/24
-94.664,4,3,1,05/24/24
-87.189,4,0,1,05/24/24
-88.156,4,1,1,05/24/24
-90.645,5,0,1,05/25/24
-93.676,5,1,1,05/25/24
-95.201,6,3,1,05/26/24
-92.035,6,0,1,05/26/24
-89.526,6,1,1,05/26/24
-93.38,0,0,1,05/27/24
-92.269,0,1,1,05/27/24
-94.519,1,3,1,05/28/24
-95.77,2,3,1,05/29/24
-90.424,2,1,1,05/29/24
-93.919,2,2,1,05/29/24
-92.444,3,0,1,05/30/24
-89.569,3,1,1,05/30/24
-90.675,3,2,1,05/30/24
-90.432,4,0,1,05/31/24
-94.489,5,3,1,06/01/24
-91.258,5,0,1,06/01/24
-92.172,5,1,1,06/01/24
-93.965,5,2,1,06/01/24
-95.363,6,0,1,06/02/24
-94.575,0,3,1,06/03/24
-92.552,0,1,1,06/03/24
-93.495,1,3,1,06/04/24
-88.444,1,0,1,06/04/24
-90.701,1,1,1,06/04/24
-92.906,1,2,1,06/04/24
-89.621,2,1,1,06/05/24
-92.314,2,2,1,06/05/24
-95.745,3,3,1,06/06/24
-90.314,3,0,1,06/06/24
-90.354,3,1,1,06/06/24
-93.949,4,3,1,06/07/24
-88.903,4,0,1,06/07/24
-93.054,4,1,1,06/07/24
-90.893,4,2,1,06/07/24
-93.548,5,1,1,06/08/24
-91.146,5,2,1,06/08/24
-95.638,6,3,1,06/09/24
-94.218,6,0,1,06/09/24
-89.634,6,1,1,06/09/24
-95.222,0,3,1,06/10/24
-92.435,0,0,1,06/10/24
-87.352,0,1,1,06/10/24
-94.058,0,2,1,06/10/24
-95.914,1,3,1,06/11/24
-85.913,1,1,1,06/11/24
-89.154,1,2,1,06/11/24
-95.674,2,3,1,06/12/24
-91.397,2,0,1,06/12/24
-93.487,2,1,1,06/12/24
-92.343,3,3,1,06/13/24
-93.151,3,0,1,06/13/24
-93.766,3,2,1,06/13/24
-91.903,4,2,1,06/14/24
-95.401,5,0,1,06/15/24
-93.448,5,1,1,06/15/24
-92.674,5,2,1,06/15/24
-91.246,6,1,1,06/16/24
-92.837,6,2,1,06/16/24
-87.683,1,0,1,06/18/24
-90.502,1,1,1,06/18/24
-92.159,2,0,1,06/19/24
-92.215,2,1,1,06/19/24
-92.871,2,2,1,06/19/24
-95.759,3,3,1,06/20/24
-91.234,3,0,1,06/20/24
-91.599,3,1,1,06/20/24
-85.029,4,0,1,06/21/24
-91.268,4,1,1,06/21/24
-94.467,5,3,1,06/22/24
-88.987,5,2,1,06/22/24
-96.154,6,3,1,06/23/24
-95.006,6,0,1,06/23/24
-89.43,6,1,1,06/23/24
-95.238,0,3,1,06/24/24
-92.347,0,0,1,06/24/24
-92.351,0,1,1,06/24/24
-94.16,0,2,1,06/24/24
-87.656,1,1,1,06/25/24
-93.336,1,2,1,06/25/24
-89.028,2,1,1,06/26/24
-87.556,2,2,1,06/26/24
-93.891,3,2,1,06/27/24
-96.06,4,3,1,06/28/24
-86.403,4,1,1,06/28/24
-91.298,4,2,1,06/28/24
-92.506,5,0,1,06/29/24
-94.145,5,1,1,06/29/24
-94.312,5,2,1,06/29/24
-95.198,6,0,1,06/30/24
-93.699,6,1,1,06/30/24
-93.515,6,2,1,06/30/24
-89.864,0,0,1,07/01/24
-89.592,0,2,1,07/01/24
-95.082,1,3,1,07/02/24
-89.581,1,0,1,07/02/24
-92.107,1,1,1,07/02/24
-94.115,1,2,1,07/02/24
-91.129,2,0,1,07/03/24
-88.571,2,1,1,07/03/24
-93.69,2,2,1,07/03/24
-96.556,3,3,1,07/04/24
-90.232,3,0,1,07/04/24
-91.897,3,2,1,07/04/24
-90.435,4,0,1,07/05/24
-92.359,4,1,1,07/05/24
-95.429,5,0,1,07/06/24
-90.786,5,1,1,07/06/24
-96.357,6,3,1,07/07/24
-94.372,6,2,1,07/07/24
-95.462,0,3,1,07/08/24
-87.252,0,0,1,07/08/24
-91.588,0,1,1,07/08/24
-93.028,0,2,1,07/08/24
-90.828,1,1,1,07/09/24
-92.831,1,2,1,07/09/24
-95.817,2,3,1,07/10/24
-89.728,2,1,1,07/10/24
-97.825,3,3,1,07/11/24
-89.497,3,0,1,07/11/24
-92.998,4,0,1,07/12/24
-90.695,4,1,1,07/12/24
-94.54,5,3,1,07/13/24
-94.131,5,1,1,07/13/24
-94.479,5,2,1,07/13/24
-94.682,6,3,1,07/14/24
-93.519,6,0,1,07/14/24
-93.186,6,2,1,07/14/24
-97.128,0,3,1,07/15/24
-96.389,1,3,1,07/16/24
-89.745,1,1,1,07/16/24
-93.481,1,2,1,07/16/24
-95.574,2,3,1,07/17/24
-91.459,2,1,1,07/17/24
-88.505,2,2,1,07/17/24
-92.115,3,3,1,07/18/24
-96.475,4,3,1,07/19/24
-90.441,4,0,1,07/19/24
-92.521,4,1,1,07/19/24
-94.151,5,3,1,07/20/24
-95.349,5,0,1,07/20/24
-90.885,5,1,1,07/20/24
-92.239,6,0,1,07/21/24
-88.526,0,0,1,07/22/24
-93.48,0,2,1,07/22/24
-93.418,1,2,1,07/23/24
-92.527,2,0,1,07/24/24
-89.499,2,1,1,07/24/24
-89.016,3,0,1,07/25/24
-90.985,3,2,1,07/25/24
-94.677,4,3,1,07/26/24
-91.738,4,0,1,07/26/24
-92.68,4,1,1,07/26/24
-89.98,4,2,1,07/26/24
-87.961,5,0,1,07/27/24
-93.202,5,1,1,07/27/24
-92.245,5,2,1,07/27/24
-96.12,6,3,1,07/28/24
-93.057,6,0,1,07/28/24
-93.909,6,2,1,07/28/24
-96.456,0,3,1,07/29/24
-91.753,0,0,1,07/29/24
-89.207,0,1,1,07/29/24
-94.729,0,2,1,07/29/24
-94.989,1,3,1,07/30/24
-92.216,1,1,1,07/30/24
-89.624,1,2,1,07/30/24
-96.891,2,3,1,07/31/24
-86.25,2,0,1,07/31/24
-87.194,2,1,1,07/31/24
-89.322,3,1,1,08/01/24
-91.113,4,1,1,08/02/24
-92.442,4,2,1,08/02/24
-96.003,5,3,1,08/03/24
-84.417,5,0,1,08/03/24
-91.935,5,1,1,08/03/24
-93.618,5,2,1,08/03/24
-95.175,6,0,1,08/04/24
-95.512,6,1,1,08/04/24
-92.929,6,2,1,08/04/24
-94.425,0,3,1,08/05/24
-90.813,0,0,1,08/05/24
-94.044,0,1,1,08/05/24
-94.989,0,2,1,08/05/24
-93.478,1,0,1,08/06/24
-92.375,1,1,1,08/06/24
-94.758,1,2,1,08/06/24
-95.76,2,3,1,08/07/24
-91.593,2,0,1,08/07/24
-87.995,2,1,1,08/07/24
-94.985,2,2,1,08/07/24
-93.181,3,0,1,08/08/24
-89.833,3,1,1,08/08/24
-92.198,3,2,1,08/08/24
-97.484,4,3,1,08/09/24
-90.164,4,0,1,08/09/24
-92.102,4,1,1,08/09/24
-95.481,5,3,1,08/10/24
-94.075,5,0,1,08/10/24
-93.524,5,1,1,08/10/24
-92.877,5,2,1,08/10/24
-95.826,6,3,1,08/11/24
-94.385,6,0,1,08/11/24
-93.286,6,1,1,08/11/24
-94.094,0,3,1,08/12/24
-90.356,0,0,1,08/12/24
-90.77,0,1,1,08/12/24
-93.311,0,2,1,08/12/24
-95.975,1,3,1,08/13/24
-90.958,1,0,1,08/13/24
-92.611,1,2,1,08/13/24
-95.109,2,3,1,08/14/24
-87.481,2,0,1,08/14/24
-92.313,2,1,1,08/14/24
-90.732,2,2,1,08/14/24
-94.38,3,3,1,08/15/24
-85.71,3,1,1,08/15/24
-95.366,4,3,1,08/16/24
-89.24,4,0,1,08/16/24
-93.216,5,3,1,08/17/24
-94.305,5,0,1,08/17/24
-91.188,5,1,1,08/17/24
-93.748,5,2,1,08/17/24
-96.704,6,3,1,08/18/24
-92.33,6,1,1,08/18/24
-89.354,6,2,1,08/18/24
-94.938,0,3,1,08/19/24
-91.454,0,0,1,08/19/24
-92.387,1,0,1,08/20/24
-88.096,1,1,1,08/20/24
-95.535,2,3,1,08/21/24
-89.766,2,1,1,08/21/24
-91.78,4,3,1,08/23/24
-88.928,4,1,1,08/23/24
-92.982,4,2,1,08/23/24
-93.492,5,3,1,08/24/24
-94.186,5,1,1,08/24/24
-91.726,5,2,1,08/24/24
-94.191,6,3,1,08/25/24
-93.786,6,1,1,08/25/24
-93.85,0,3,1,08/26/24
-90.064,0,0,1,08/26/24
-92.588,0,1,1,08/26/24
-93.452,0,2,1,08/26/24
-93.152,1,0,1,08/27/24
-92.256,1,1,1,08/27/24
-92.338,1,2,1,08/27/24
-91.231,2,0,1,08/28/24
-92.444,3,1,1,08/29/24
-93.509,3,2,1,08/29/24
-89.793,4,3,1,08/30/24
-92.591,4,2,1,08/30/24
-94.887,5,3,1,08/31/24
-92.252,5,0,1,08/31/24
-94.328,0,3,1,09/02/24
-90.508,0,1,1,09/02/24
-97.175,1,3,1,09/03/24
-84.964,1,0,1,09/03/24
-91.148,2,0,1,09/04/24
-87.434,2,1,1,09/04/24
-92.919,2,2,1,09/04/24
-93.491,3,3,1,09/05/24
-88.885,3,1,1,09/05/24
-89.946,3,2,1,09/05/24
-97.4,4,3,1,09/06/24
-89.76,5,3,1,09/07/24
-92.305,5,0,1,09/07/24
-92.514,5,1,1,09/07/24
-92.188,5,2,1,09/07/24
